Name,Token,Type,Status,ICO start,ICO end,Raised,Price,Bonus,Bounty,MVP/Prototype,Platform,Accepting,Minimum investment,Soft cap ,Hard cap ,Country,Whitelist/KYC,Restricted areas,Rate (Overall),Benchy Rating,Benchy Weight,Expert Team,Expert Vision,Expert Product,Weight of Experts,Number of Experts,Expert 1 Team,Expert 1 Vision,Expert 1 Product,Expert 1 Weight,Expert 2 Team,Expert 2 Vision,Expert 2 Product,Expert 2 Weight,Expert 3 Team,Expert 3 Vision,Expert 3 Product,Expert 3 Weight,Expert 4 Team,Expert 4 Vision,Expert 4 Product,Expert 4 Weight,Expert 5 Team,Expert 5 Vision,Expert 5 Product,Expert 5 Weight,Expert 6 Team,Expert 6 Vision,Expert 6 Product,Expert 6 Weight,Expert 7 Team,Expert 7 Vision,Expert 7 Product,Expert 7 Weight,Expert 8 Team,Expert 8 Vision,Expert 9 Product,Expert 9 Weight,Expert 10 Team,Expert 10 Vision,Expert 10 Product,Expert 10 Weight,Expert 11 Team,Expert 11 Vision,Expert 11 Product,Expert 11 Weight,Expert 12 Team,Expert 12 Vision,Expert 12 Product,Expert 12 Weight,Expert 13 Team,Expert 13 Vision,Expert 13 Product,Expert 13 Weight,Expert 14 Team,Expert 14 Vision,Expert 14 Product,Expert 14 Weight,Expert 15 Team,Expert 15 Vision,Expert 15 Product,Expert 15 Weight,Expert 16 Team,Expert 16 Vision,Expert 16 Product,Expert 16 Weight,Expert 17 Team,Expert 17 Vision,Expert 17 Product,Expert 17 Weight,Expert 18 Team,Expert 18 Vision,Expert 19 Product,Expert 19 Weight,Expert 20 Team,Expert 20 Vision,Expert 20 Product,Expert 20 Weight
Miner Edge,MET,Utility,Ended,8/1/2018,8/30/2018,N/A,1 MET = 0.8 USD,Available,Available,,Ethereum,"ETH, BTC",,"1,000,000 USD","32,000,000 USD",Anguilla,,"Canada, USA",1.9,3.5,34%,1,1,1,66%,5,1,1,1,,1,1,,1,1,1,,1,,,1,0.13,,1,,0.12,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINER ONE,MIO,SecuritySTO,Ended,2/15/2018,5/17/2018,"$9,000,000",,,,,,,,,,United Arab Emirates,,,3.5,3.5,9%,4,3.4,3.3,91%,42,4,5,4,,4,4,4,4,3,3,4,5,4,5,4,4,4,3,4,5,3,5,,4,,3,2,4,,4,,3,5,2,,3,,1,3,0.04,,4,,0.04,4,,,2,,,3,0.02,,5,,0.02,3,,,0.02,,,,0.03,,,,0.03,,,,0.03
Minerva (OWL) Pre-Sale,OWL,Utility,Unknown,,,N/A,1 OWL = 0.75 USD,Available,Available,,Ethereum,ETH,,"3,000,000 USD","10,000,000 USD",Isle of Man,,"United States, the Democratic People's Republic of Korea, Iran, Iraq, Afghanistan, Ethiopia, Pakistan, Serbia, Sri Lanka, Syria, Trinidad and Tobago, Tunisia, or Yemen",3.9,3.7,34%,3.8,4.2,4,66%,8,4,1,5,,3,4,5,4,4,3,,4,,5,3,4,,5,,0.07,5,,,4,,,4,0.05,,,,0.03,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minery,MNRY,Utility,Ended,7/1/2018,9/30/2018,N/A,,,,,,,,,,Russia,,,2.7,2.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minex,MNC,Utility,Trading,5/15/2017,6/13/2017,"$789,859",,,,,,,,,,Ukraine,,,2.9,2.9,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mingo,XMC Token,Utility,Ended,4/18/2018,5/31/2018,N/A,,,,,,,,,,Ireland,,,2.8,2.3,52%,3.8,2.8,3.1,48%,6,5,2,3,,5,4,5,2,2,3,,3,,5,4,0.08,,3,,0.07,5,,,0.05,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiniApps,MAT,Utility,Trading,10/18/2017,12/19/2017,"$5,000,000",,,,,,,,,,USA,,,3.1,2.9,80%,4,4.6,3.6,20%,2,4,4,5,,,4,,0.12,3,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mining now,MNW,Utility,Ended,12/5/2017,2/28/2018,"$4,264,750",,,,,,,,,,Bulgaria,,,2.3,2.1,87%,3,4,3,13%,1,3,,4,,,3,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mining Seconds,MSEC,Utility,Ended,6/30/2018,6/30/2018,N/A,,,,,,,,,,Hong Kong,,,2.3,2.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minter,BIP Token,Utility,Ended,9/1/2018,10/31/2018,"$6,336,000",,,,,,,,,,Saint Kitts and Nevis,,"China, USA",4.3,4.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minthealth,MHST,SecuritySTO,Ended,4/20/2018,9/10/2018,"$150,738",,,,,,,,,,USA,,,2.7,2.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIR,MIR,Utility,Ended,4/9/2018,5/27/2018,N/A,,,,,,,,,,South Korea,,None,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mira,MIRA,Utility,Ended,9/1/2018,12/31/2018,N/A,,,,,,,,,,Singapore,,,3.3,3.9,29%,3.3,3.2,2.8,71%,11,2,4,3,,4,4,3,3,4,3,4,4,,3,3,4,,4,,3,2,2,,3,,,3,0.11,,3,,0.1,2,,,3,,,,0.03,,,,0.03,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,
Miracle Tele,TELE,Utility,235 days 3 hours left,10/15/2018,10/15/2019,N/A,1 TELE = 0.13 EUR,Available,Available,,Ethereum,"ETH, BTC, ETC, DASH, LTC, Fiat",10 EUR,"150,000,000","300,000,000",Czech Republic,,"USA, China, South Korea, Singapore",3.5,4,17%,3.3,3.3,3.5,83%,16,3,3,3,,4,3,3,3,5,3,3,3,3,4,3,3,3,5,,2,5,3,,3,,4,5,2,,5,,2,3,2,,3,,,3,0.05,,2,,0.04,5,,,2,,,2,0.04,,,,0.04,,,,0.04,,,,0.02,,,,0.01,,,,
Mirocana,MIRO,Utility,Trading,11/19/2017,12/19/2017,"$2,958,970",,,,,,,,,,Russia,,,2.8,2.9,73%,3,2.4,2.3,27%,2,3,3,2,,,3,,0.15,4,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misscoin,MISC,Utility,Ended,12/9/2017,5/7/2018,"$311,000",,,,,,,,,,UK,,,2.3,2.9,70%,1,1,1,30%,1,1,,1,,,1,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mit-Ra,MTA,Utility,5 days 6 hours left,6/27/2018,2/27/2019,N/A,1 MTA = 0.1 USD,Available,Available,,Ethereum,"ETH, BTC, LTC, DASH",10 USD,"10,000,000 USD","24,000,000 USD",United Arab Emirates,,,2.6,2.7,85%,2,2,2,15%,1,2,,2,,,2,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mithril Ore,MORE,Utility,Unknown,,,N/A,,,,,Ethereum,ETH,,,,Hong Kong,,,2.2,2.2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITO,MITO,Utility,Ended,9/11/2017,10/31/2017,N/A,,,,,,,,,,Russia,,,3.1,3,78%,3.2,3.5,3,22%,2,3,4,3,,,5,,0.17,3,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitoshi,MTSH,Utility,184 days 15 hours left,1/27/2019,8/25/2019,N/A,,,Available,,Ethereum,"ETH, BTC, Fiat",,"10,000,000 USD","60,000,000 USD",Hong Kong,,"USA, China",4.1,3.8,48%,4,4.5,4.3,52%,4,4,4,4,,4,3,,5,3,5,,4,,,5,0.11,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mix Rent,MIX,Utility,Ended,1/18/2019,1/25/2019,N/A,,,,,,,,,,Ireland,,USA,3.8,3.8,79%,4,4,4,21%,1,4,,4,,,4,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJCoin,MJC,Utility,Ended,2/1/2018,4/22/2018,N/A,,,,,,,,,,USA,,,2.4,2.6,82%,2,1,1,18%,1,2,,1,,,1,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLTOKEN,MLT,Utility,Unknown,,,N/A,1 ETH = 100 MLT,,Available,,Ethereum,ETH,,,,Singapore,,,1.7,1.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNODE,MASTER,Utility,Unknown,,,N/A,,,,,Wanchain,"ETH, WAN",,,"3,000,000,000 USD",Singapore,,USA,1.9,2.3,71%,1,1,1,29%,1,1,,1,,,1,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoBee,MBE,Utility,Ended,5/15/2018,6/20/2018,N/A,,,,,,,,,,United Arab Emirates,,"USA, China",2.7,3,64%,2.4,2,2.4,36%,2,3,2,2,,,2,,0.14,2,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MobileGo,MGO,Utility,Trading,4/25/2017,5/25/2017,"$53,000,000",,,,,,,,,,USA,,,2.6,2.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOBILINK-COIN,MOBL,Utility,Ended,3/16/2018,5/5/2018,"$5,500,000",,,,,,,,,,Philippines,,"USA, Canada",3.6,3.7,33%,3.7,3,3.8,67%,7,4,5,2,,4,3,3,5,5,5,,2,,3,4,5,,4,,0.06,3,,,5,,,,0.04,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobius Network,MOBI,Utility,Trading,11/22/2017,1/18/2018,"$35,000,000",,,,,,,,,,USA,,,3.8,3.4,40%,3.8,4.7,3.9,60%,8,3,2,5,,2,5,5,2,5,4,,5,,3,3,4,,5,,0.06,3,,,3,,,4,0.05,,,,0.04,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobiuz,MOB,Utility,Unknown,,,N/A,1 MOB = 0.003987 USD,,Available,,Ethereum,ETH,0.025 ETH,,,Singapore,,,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOBU,MOBU,SecuritySTO,Ended,9/1/2018,9/30/2018,N/A,1 MOBU = 0.15 USD,Available,Available,,Ethereum,"ETH, BTC, BCH, LTC, DASH, Fiat",0.1 ETH,"1,000,000 USD","9,500,000 USD",South Africa,,Non accredited investors from USA.,4,4.6,11%,4.4,4.1,3.4,89%,24,4,4,5,,5,5,5,4,4,5,4,5,4,5,4,2,4,4,4,4,3,3,,5,,5,2,5,,4,,3,1,4,,4,,3,3,0.04,,5,,0.04,3,,,2,,,3,0.04,,3,,0.04,3,,,0.04,,,,0.04,,,,0.03,,,,0.03
Modex,MODEX,Utility,Ended,9/15/2018,9/25/2018,N/A,,,,,,,,,,Gibraltar,,"USA, China, Vietnam",3.8,4.3,11%,3.9,3.9,3.4,89%,29,3,3,3,,3,4,3,4,4,3,5,5,4,4,4,4,5,3,3,3,2,5,,4,,4,3,5,,5,,3,4,5,,4,,4,3,0.04,,5,,0.04,3,,,4,,,5,0.04,,3,,0.04,4,,,0.04,,,,0.04,,,,0.03,,,,0.03
ModoView,MODO,Utility,Ended,10/1/2017,11/1/2017,N/A,,,,,,,,,,Germany,,,2.3,2.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ModulTrade,MTRC,Utility,Trading,11/28/2017,1/30/2018,"$12,200,055",,,,,,,,,,UK,,,4.2,4.1,20%,4.4,4.2,4.1,80%,23,4,5,5,,5,5,5,4,2,4,5,5,3,4,5,3,4,5,5,4,4,4,,5,,4,4,3,,4,,4,5,5,,4,,5,3,0.03,,3,,0.06,3,,,3,,,4,0.02,,5,,0.02,4,,,0.02,,,,0.02,,,,0.02,,,,0.02
Modulum,MDL,Utility,Ended,11/22/2017,12/13/2017,N/A,,,,,,,,,,France,,,3,3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modum,MOD,Utility,Trading,9/1/2017,9/22/2017,"$13,500,000",,,,,,,,,,Switzerland,,,2,2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moeda,MDA,Utility,Trading,7/28/2017,8/28/2017,N/A,,,,,,,,,,Brazil,,,2.1,2.1,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moentum Token,MOM,Utility,Ended,6/1/2018,6/30/2018,N/A,,,,,,,,,,USA,,,2.3,2.2,57%,2.4,2.4,2.4,43%,2,2,3,2,,,3,,0.24,3,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOG,MOG,Utility,Ended,1/19/2018,3/31/2018,N/A,,,,,,,,,,Curacao,,"USA, China and Hong Kong",2.1,2.1,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOKENEX,MOKN,Utility,Ended,1/22/2018,5/20/2018,N/A,,,,,,,,,,,,,2.1,2.1,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOLD,MOLD,Utility,Unknown,,,N/A,,,Available,,MOLD platform,ETH,,,"2,000,000,000",Singapore,,,2.7,2.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molecule,MLC,Utility,Ended,7/15/2018,8/15/2018,N/A,,,,,,,,,,Germany,,,3,3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mom.life,BLOOM,Utility,Unknown,,,N/A,1 BLOOM = 0.015 USD,,,,Ethereum,ETH,,,,Cyprus,,,3,3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum,MMTM,Utility,Unknown,,,N/A,1 MMTM = 0.1 EUR,Available,Available,,Ethereum,ETH,,"2,500,000 USD","42,000,000 USD",Switzerland,,US citizens - only accredited can participate,3.8,4.1,29%,4,3.6,3.4,71%,10,5,3,5,,5,3,4,4,3,3,4,3,,3,3,3,,4,,3,3,4,,3,,,2,0.06,,3,,0.11,3,,,0.03,,,,0.05,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moms Avenue,M.O.M.,Utility,Unknown,,,N/A,1 ETH = 8600 MOM,,,,Ethereum,ETH,,,,,,,2.7,2.6,,2.9,3.1,2.7,100%,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco Estate,MEST,Utility,Ended,6/1/2018,6/30/2018,N/A,,,,,,,,,,Switzerland,,USA,3.7,3.7,86%,3,4,4,14%,1,3,,4,,,4,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaize,MNZ,Utility,37 days 16 hours left,9/1/2018,3/31/2019,N/A,1 MNZ = 1.054 USD,,,,Komodo,"BTC, KMD",,"1,000,000 USD","10,000,000 USD",France,,"USA, Singapore",2.6,2.6,70%,2.5,3,2.7,30%,3,2,2,4,,,2,,4,2,,,5,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monanex,MNX,Utility,Trading,3/10/2018,5/14/2018,N/A,,,,,,,,,,Sweden,,,2.2,2.4,82%,1,1,1,18%,1,1,,1,,,1,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monarch,MT,SecuritySTO,Ended,7/15/2018,8/14/2018,N/A,1 MT = 0.1 USD,,,,Ethereum,"ETH, BTC",0.1 ETH,"2,000,000 USD","50,000,000 USD",USA,,,3.8,3.7,77%,4,4,5,23%,1,4,,4,,,5,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monartis,MNT,Utility,Unknown,,,N/A,1 MNT = 0.1 USD,Available,,,Ethereum,"BTC, ETH",,,"700,000,000",UK,,,2.6,2.6,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moncrypt,MON,Utility,Ended,9/20/2017,10/20/2017,N/A,,,,,,,,,,UK,,,2,2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mondo,MND,Utility,Trading,11/17/2017,12/31/2017,"$13,792",,,,,,,,,,Hong Kong,,,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moneda,MND Token,Utility,Ended,5/15/2018,7/15/2018,N/A,,,,,,,,,,Austria,,,3,3,82%,3,3,3,18%,1,3,,3,,,3,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monet,TENOM,Utility,Unknown,,,N/A,,,Available,,Separate blockchain,,,,,UK,,"USA, Japan, China",2.3,2.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MonetaHawk,MNH,Utility,Ended,7/27/2018,9/30/2018,N/A,,,,,,,,,,UK,,,1.9,2.3,69%,1,1,1,31%,1,1,,1,,,1,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monetha,MTH,Utility,Trading,8/31/2017,8/31/2017,"$37,000,000",,,,,,,,,,Lithuania,,,3.4,3.9,51%,2.9,3.2,2.5,49%,6,3,2,2,,5,3,4,2,2,5,,5,,3,1,0.05,,3,,0.05,3,,,0.03,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monetizr,MTZ,SecuritySTO,Ended,8/25/2018,9/25/2018,"$700,000",,,,,,,,,,USA,,,4.1,4.1,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONETO,MTO,Utility,Ended,6/10/2018,7/10/2018,N/A,,,,,,,,,,Switzerland,,U.S. CITIZENS,2.8,2.8,51%,2.4,3.2,3,49%,3,3,2,2,,,3,,4,3,,,3,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Money By Design,GTK,Utility,Ended,9/1/2018,1/31/2019,N/A,,,,,,,,,,France,,USA,2.7,2.8,87%,4,1,1,13%,1,4,,1,,,1,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Money Energy,ME,Utility,Unknown,,,N/A,,,,,Ethereum,"ETH, BTC, LTC, ZEC",,,,,,,2,2,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Money Rebel,MRP,Utility,Trading,5/8/2018,5/15/2018,"$2,300,000",,,,,,,,,,Slovenia,,"USA, China, Korea, Canada, Afganistan, Irak, Yemen, Siria, Vanuatu, Guayana, Laos, Uganda",3.3,3.5,30%,3.7,3.1,2.9,70%,14,4,4,4,,3,4,4,3,3,4,5,5,3,3,3,2,,3,,3,3,5,,5,,2,3,3,,4,,0.05,5,,,5,,,2,0.04,,2,,0.04,3,,,0.03,,,,0.03,,,,0.06,,,,0.03,,,,,,,,,,,,
MoneyKing,MOK,Utility,Ended,4/1/2018,6/30/2018,N/A,,,,,,,,,,UK,,,2.3,2.3,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONEYNET,MNC,Utility,Trading,8/20/2018,10/13/2018,N/A,,,,,,,,,,Singapore,,"USA, China",4.1,4,48%,4,4,4.4,52%,3,4,4,4,,,4,,4,4,,,4,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoneyTap Token,MTP,Utility,Unknown,,,N/A,1 MTP = 0.1 USD,,,,Ripple,"ETH, BTC",200 USD,"20,000,000 USD","50,000,000 USD",Japan,,None,2.1,2.1,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoneyTech,MT,Utility,Ended,6/28/2017,8/2/2017,N/A,,,,,,,,,,Ukraine,,,2.4,2.4,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoneyToken,IMT,Utility,Ended,2/7/2018,6/7/2018,"$37,189,195",,,,,,,,,,UK,,,4.2,3.9,7%,4.4,4.2,4,93%,59,5,5,4,,4,4,5,4,4,4,5,5,3,4,4,4,5,4,5,4,4,4,,5,,3,4,4,,4,,4,5,4,,4,,5,3,0.03,,3,,0.03,4,,,4,,,4,0.01,,4,,0.01,5,,,0.03,,,,0.01,,,,0.03,,,,0.01
Monico,MONI,Utility,Unknown,,,N/A,1 MONI = 1 ETH,Available,,,Ethereum,ETH,,,,USA,,,2.7,2.7,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monkey Capital,MNY,Utility,Ended,8/8/2017,9/9/2017,N/A,,,,,,,,,,Singapore,,,1.2,1.5,45%,1,1,1,55%,3,1,1,1,,,1,,1,1,,,1,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monopoly,MNP,Utility,Ended,7/5/2018,8/31/2018,N/A,,,,,,,,,,Gibraltar,,None,2.6,3.2,69%,1,1,2,31%,1,1,,1,,,2,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monoreto,MNR,Utility,Ended,10/20/2018,12/31/2018,N/A,,,,,,,,,,Singapore,,,4,3.8,26%,4.4,3.9,3.9,74%,9,5,5,4,,5,5,4,5,2,1,,4,,4,4,4,,2,,2,4,,,4,,,2,0.07,,1,,0.03,,,,0.06,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Bit,MB,Utility,Ended,7/1/2018,9/30/2018,N/A,,,,,,,,,,Russia,,,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Byte,MBI,Utility,Ended,7/6/2017,8/4/2017,"$1,000,000",,,,,,,,,,Panama,,,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montis,MONP,Utility,Ended,2/16/2018,2/16/2019,N/A,,,,,,,,,,Spain,,,2.8,2.8,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monvid,MVID,Utility,Ended,6/1/2018,8/31/2018,"$3,320,190",,,,,,,,,,USA,,,2.1,2.1,100%,,,,0%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moolyacoin,MOOLYA,Utility,Ended,9/1/2018,1/15/2019,"$25,000,000",,,,,,,,,,Estonia,,"USA, China",4.3,3.9,28%,4.7,4.3,4.5,72%,8,3,5,5,,5,5,5,5,5,4,,5,,5,5,4,,4,,0.09,4,,,5,,,5,0.08,,,,0.07,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moonlight,LX,Utility,Unknown,,,N/A,1 LX = 0.0005 NEO,,,,NEO,"NEO, GAS",1 Neo,,,Singapore,,,3.4,3.3,43%,3.5,3.6,3.3,57%,4,5,3,3,,2,4,,2,3,2,,2,,,2,0.13,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moonlighting,MOON,SecuritySTO,Unknown,,,N/A,,Available,,,Ethereum,"BTC, ETH, Fiat","100,000 USD",,"25,000,000 USD",USA,,,2.6,2.4,75%,3.5,3.5,3.1,25%,2,4,3,3,,,4,,0.12,4,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
